,content,author,date,retweets,likes,url
0,@foodpanda_pk &amp; @mcdonaldspk mil kar 1 din mein sabse ziada orders ka world record break kar rahe hain! Lets make P… https://t.co/lECrAuHlh5,WaseemBadami,2021-03-13 16:43:34,118,526,1370777566064300033
1,"Give a FREE Breakfast for your delivery rider, on us! Just order a McDo Breakfast Meal today, from 6am to 10am, via… https://t.co/8ZPDK8kWh2",McDo_PH,2021-03-15 22:13:47,46,93,1371585445637844992
2,"This March 16, order a McDo meal from McDelivery, GrabFood, and foodpanda, and your rider gets a FREE breakfast fro… https://t.co/s7nMyMlxIH",McDo_PH,2021-03-15 11:00:00,69,166,1371415883508289537
3,@ju3kill goodmorning ronnie 😁 i sent you a ring via foodpanda... 😊🙊🙈 hope you love it my shawdybae... will wait for ur answer 😱👍👎,dominiquejia,2021-03-20 17:12:50,0,0,1373321649307590659
4,#Delivering #Safety &amp; #Food: #Foodpanda introduces #Insurance packages for Home #Chefs in #Pakistan -… https://t.co/DV5JHxZdtv,GlobeTrekker787,2021-03-20 17:05:35,0,0,1373319821920673792
5,"Have yours delivered via the new Jollibee App, https://t.co/4SQFvO0JdC, #87000, GrabFood, or foodpanda from 7AM to 9PM.
 
Prices vary",ARM1NSEA,2021-03-20 16:55:13,0,1,1373317214414069763
6,"The missing order was just a free pineapple juice.

FoodPanda: https://t.co/y3RlNije0n",justinebalaneee,2021-03-20 16:48:32,0,5,1373315534033330179
7,foodpanda rider can relate :') https://t.co/cqStm4zjGQ,_iqbaljamal98,2021-03-20 16:44:06,0,0,1373314418407215106
8,"Palm Grill is also on Food Panda. I need to stress this, though. Some friends are not fans of how some of the dishe… https://t.co/UdWtBYDjUi",MarchingHere,2021-03-20 16:01:25,0,5,1373303674370334728
9,"Vegan Broccoli Wraps with herb dip – a vegan lovers delight
https://t.co/4QXIYwCAoI

https://t.co/2AHf5ZkMiB… https://t.co/0UPly9RwyX",tummy_to_heart,2021-03-20 15:54:56,0,3,1373302041968324609
10,@TueurDame @foodpanda_pk  can help u in this matter,silverbeard_,2021-03-20 15:52:13,0,0,1373301361635332099
11,want chocolate milktea at this hour sana may foodpanda pa 🥺,lykamaex,2021-03-20 15:43:52,0,0,1373299257793409026
12,"Omelette 
#omelette #omelet #eggday #Egg #eggs #eggclub #egghunt #egghunt2021 #eggjjk #foodie #food #foodpanda… https://t.co/6ANR1qCW1N",AlenrexMaity,2021-03-20 15:16:59,1,2,1373292491936468993
13,Foodpanda sends me amazing deals offer every hour like paisa iska baap dega na 👏,worldofdua,2021-03-20 15:13:40,0,0,1373291659220422658
14,@AJEEB_LOG Foodpanda walon sy main angry hoon😡🙂,Mian_walian,2021-03-20 15:09:37,0,0,1373290637274050571
15,i played with these cats during my foodpanda orders before.... i pray to god to open their hearts. https://t.co/u4WabhJiPW,mfzli,2021-03-13 16:40:44,0,0,1370776856232824832
16,@talhadgaf Foodpanda for me 🌚,bakar_dgaf,2021-03-13 16:37:13,0,0,1370775968839823361
17,@QusyairiH @خوشايري حاشيم ! We are really sorry for the inconvenience.  You are requested to DM us as we are unable… https://t.co/9C1cqlp4dC,foodpanda_my,2021-03-13 16:32:27,0,0,1370774769428217861
18,@foodpanda_pk Only one outlet for 20M people :-(,RehanUmerSoomar,2021-03-13 16:21:48,0,0,1370772088819228675
19,@foodpanda_my You DM me where? My tinder account? https://t.co/nHXH5Nzb5c,QusyairiH,2021-03-13 16:18:25,0,0,1370771238034018309
20,"McDonald's exclusive deals are live!
Order as many time as you can, because we bring you deals starting from Rs.150… https://t.co/XQnbagJJQe",foodpanda_pk,2021-03-13 16:10:33,0,2,1370769258217578496
21,@maan_jao_naww 😂😂 itni bhi bat nhi ab pizza hut offer de raha foodpanda pr jao loot lo,Malaikamimii,2021-03-13 16:08:58,0,0,1370768860245266434
22,"@freya_cole @TostevinM @RapporteurUn @YourAnonCentral @UN_HRC
Robbers who wearing uniform robbing from a Foodpanda… https://t.co/zazVLWiVPu",Thandar46816561,2021-03-13 16:08:53,1,0,1370768839319957507
23,"My FoodPanda 1k voucher isn't working 😭😭😭😭😭😭😭 Sodexo or FoodPanda, ayusin nyo to",agentsukonbu,2021-03-13 16:02:07,0,0,1370767137581584392
24,"Make your day extra creamy, extra sweet, and extra sarap! Order na ng Extra Creamy Halo-Halo for take-out or delive… https://t.co/R9n74OSlux",iammanginasal,2021-03-13 16:00:00,0,2,1370766604103905281
25,@foodpanda_my Thanks for dropping a DM. I have replied.,darrylezreen,2021-03-13 15:54:22,0,0,1370765186823426054
26,"i ordered a coffee sa foodpanda, and I requested to add a whipped cream sa espresso, I thought the barista will lau… https://t.co/k1cmSRi5Rw",mckngjy_003,2021-03-13 15:54:17,0,0,1370765162962055168
27,I have seen at least 10 grab/foodpanda riders not obeying the traffic light just this week alone. I seriously hope… https://t.co/d1cqYhneGb,pythonochill,2021-03-13 15:47:18,0,2,1370763406635003905
28,@uroosahmed Kindly send us your concern in a Direct Message so you would be able to see our Private message.,foodpanda_pk,2021-03-13 15:45:34,0,0,1370762972872728576
29,"NOTHING in my DMs from @foodpanda_pk 
Last msg I have is from KE - who actually know customer services!… https://t.co/pPxLyB16ug",uroosahmed,2021-03-13 15:42:41,0,0,1370762243680391172
30,We are happy to announce that Ahmar Awan has joined us as General Manager to lead the business in Lahore. Ahmar bri… https://t.co/dYt6mjtJ5R,TRUCK_IT_IN,2021-03-13 15:41:17,3,5,1370761895049895942
31,@foodpanda_pk Nothing in my DM - liars!,uroosahmed,2021-03-13 15:41:02,0,0,1370761831569047557
32,*opens foodpanda app https://t.co/PSnduvFaOa,chiariikehata,2021-03-13 15:41:01,0,2,1370761824757420032
33,"Start normalizing part time jobs for students, doesn't matter if you're at MacDonald's,Uber or working as a foodpan… https://t.co/i76Pdqrazm",beingdawp,2021-03-13 15:40:49,0,1,1370761777156399105
34,@uroosahmed We have responded to your query via Direct Message. Kindly send us your concern in a Direct Message so… https://t.co/vKxhPGkrHo,foodpanda_pk,2021-03-13 15:37:18,0,0,1370760889389973505
35,@DodderingExtant Becoz foodpanda offers food and that'll be a good marijj😭,Gobi_Faizi,2021-03-13 15:36:21,0,0,1370760649698127877
36,@foodpanda_pk millions starve every night and you send sun standard food. What if someone dies? It will be on YOU.… https://t.co/eOin5UJnZ3,uroosahmed,2021-03-13 15:34:58,0,0,1370760303093374978
37,"@foodpanda_pk  very easy to put blame on the vendor. But when your riders deliver, the onus of the order is on you.… https://t.co/H0JDWxKywl",uroosahmed,2021-03-13 15:33:49,0,0,1370760013619339264
38,"@foodpanda_pk also, you want to send me a voucher for my troubles? The last time u sent me the voucher - it never worked. So pls keep it.",uroosahmed,2021-03-13 15:32:13,0,1,1370759610336825346
39,@foodpanda_pk how can u justify yourself as service providers without providing services??,uroosahmed,2021-03-13 15:31:14,0,0,1370759362143223814
40,"@darrylezreen Hi, @darrylezreen ! Kindly check your DM as we have already dropped you a response!",foodpanda_my,2021-03-13 15:29:41,0,1,1370758973037686784
41,@QusyairiH Hi خوشايري حاشيم! We sincerely apologize for inconvenience caused. Kindly check your DM as we have alrea… https://t.co/UOSTXI3li6,foodpanda_my,2021-03-13 15:28:55,0,0,1370758779785129986
42,@foodpanda_my Dear Foodpanda. I ordered food and it’s almost 1 hour and a half. Restaurant told me that the rider t… https://t.co/QLSshRs7hV,darrylezreen,2021-03-13 15:26:12,1,2,1370758098059624449
43,"@kahvernchiang @kahvernchiang  Could you please DM us your concern, So we will be able to assist you accordingly? W… https://t.co/3rtAmCcxb8",foodpanda_my,2021-03-13 15:24:26,0,0,1370757654352703489
44,@snstrsid_ @santuy ! We are glad to know that you have received your refund. Foodpanda doesn't settle for anything… https://t.co/43bwkJh7bz,foodpanda_my,2021-03-13 15:23:20,0,0,1370757373904715776
45,@SalmanNaseer Foodpanda,Itgoeson4,2021-03-13 15:20:33,0,1,1370756675054014467
46,"BBQ Lunch Deals &amp; Platters - All your Favorite BBQ cuisine from 12:30PM to 03:30PM!!!
WhatsApp or Call For Delivery… https://t.co/z8U0CiWQIL",TheSurgeonMalik,2021-03-13 15:17:42,3,3,1370755956372606981
47,"@mdlxvi Hi, @mdlxvi! Kindly check your DM as we have already dropped you a response!",foodpanda_my,2021-03-13 15:16:04,0,0,1370755545355935749
48,@foodpanda_pk  - I hope your business collapses due to pathetic customer services. Filing a suit against you Monday.,uroosahmed,2021-03-13 15:14:52,0,1,1370755246851506183
49,"@namu_stahp Hi Benji, Please share some details regarding your issue in inbox so we will assist you accordingly.",foodpanda_my,2021-03-13 15:13:53,0,0,1370754996866846730
50,"Continental Lunch Deals &amp; Platters - from 12:30PM to 03:30PM!!!
WhatsApp or Call For Delivery on: 0302 9400555 | 03… https://t.co/FRfIBXyma6",TheSurgeonMalik,2021-03-13 15:13:33,2,3,1370754913525932034
51,thanks @foodpanda_my for your refund yesterday https://t.co/cDpIHfpL8p,snstrsid_,2021-03-13 15:00:38,0,0,1370751663909134340
52,@rifqifaisall @foodpanda_my complainnnnnn like I would,kahvernchiang,2021-03-13 14:56:46,0,0,1370750691828924416
53,@QusyairiH @foodpanda_my Kena once before. Had to wait for almost two hours to get one pack of fried rice from a ne… https://t.co/k10BdQEOSY,namu_stahp,2021-03-13 14:50:19,1,1,1370749065827295234
54,@DodderingExtant What if the email is from foodpanda😎,Gobi_Faizi,2021-03-13 14:48:47,0,0,1370748682379927553
55,"I think everyone is aware of their issues with riders, sellers, and seems like customer is not excluded.this terrib… https://t.co/knEQx2atvB",QusyairiH,2021-03-13 14:44:49,0,1,1370747684454211586
56,@foodpanda_my almost 1 waiting but still like this? Is it you want to cancel my order or what? https://t.co/EPCmSOq9Hj,mdlxvi,2021-03-13 14:43:10,0,0,1370747268047929346
57,"When I tried to cancel the second order myself after so long, there's a popup saying I will be penalised. This peop… https://t.co/qNAIHPhNqx",QusyairiH,2021-03-13 14:43:05,0,0,1370747246216499200
58,"Confirmed my order with @foodpanda_my at 8.42, at 9.30pm they cancelled my order. Ordered one more time and waited… https://t.co/J3955z5j6x",QusyairiH,2021-03-13 14:42:10,0,1,1370747016129650688
59,@rifqifaisall Hi rifqifaisall! We are really sorry for the inconvenience. Kindly DM us with the order code or foodp… https://t.co/Wjvv1CbXcc,foodpanda_my,2021-03-13 14:34:58,0,1,1370745202378469381
60,siannya saya malam ni.. order kdc thru foodpanda and waited fr an hour jst to hv my order cancelled... :(,afiqanjwa,2021-03-13 14:33:46,0,1,1370744903320276996
61,"kindly drop the tags for our best leadernim 💓💓 

ps. mag papa foodpanda daw ang birthday boy! 😆",asahi_gobrrr,2021-03-13 14:30:02,0,1,1370743962827255809
62,"ayyo @foodpanda_my if you’re gonna make me wait 2 hours for my food, at least give me some coupons in compensation",rifqifaisall,2021-03-13 14:29:40,0,3,1370743871466991617
63,"istg, if i hear that 8D foodpanda ad on spotify again, i will lose it",_ariester_,2021-03-13 14:24:55,0,0,1370742676379725828
64,#FoodPanda is such a crap.,pathfnder,2021-03-13 14:05:33,0,0,1370737802887921666
65,my emo ass was craving for choki choki but was too scared to go out bc of my unstable emotions 🥲 foodpanda sure is expensive huh,nassammierra,2021-03-13 14:01:21,0,0,1370736743951953921
66,"Dear riders, FoodPanda or GrabFood, or any riders, please wait until the light turns green only you go. You don’t h… https://t.co/3dXYWj5sMg",ameelms,2021-03-13 13:55:49,0,1,1370735352646828039
67,@Listen2tomjones My house area got no foodpanda :(,zalikhakadir,2021-03-13 13:47:52,0,0,1370733352819380227
68,@foodpanda_pk pathetic service and thank God for the alternatives where we can order the food. Plus u guys suck it… https://t.co/N7Wf70jQa3,scorpionrajper,2021-03-13 13:33:47,0,0,1370729808355864577
69,@izha_hafifey98 Call abang foodpanda,ZahidNazir_MOT,2021-03-13 13:25:44,0,0,1370727779021377540
70,"ordered a dedication cake from red ribbon cause of their ads

kuya foodpanda: maam ano dedication?
me: ah wala lang… https://t.co/Zjju9Z1RqT",Gotladerugh,2021-03-13 13:23:54,8,71,1370727319623495683
71,Foodpanda problem ugh,nrlazwidahh,2021-03-13 13:14:45,0,1,1370725018603114501
72,Foodpanda search bar is so useless,RaidahAfifah,2021-03-13 13:10:16,0,1,1370723889005830144
73,Is it just me or guba jd ang foodpanda? I've uninstalled and installed it several times now and it still wont work.… https://t.co/e1eKU6l9B7,geliqueeeeeee,2021-03-13 13:09:20,0,0,1370723654745530368
74,"Start normalizing part time jobs for students, doesn't matter if you're at MacDonald's,Uber or working as a foodpan… https://t.co/R2kZHoOxmI",shahzaibbsays,2021-03-13 13:00:59,0,3,1370721553080520706
75,"If i dont get my orders by 9pm , i starts riot ! Foodpanda , please be nice to me !",helloitsaiyyraa,2021-03-13 12:58:32,0,3,1370720934810689537
76,Grab food and foodpanda cutie ✨,preeeeiiii,2021-03-13 12:56:27,0,0,1370720412078764033
77,@chand_si_larkii Mjhy b khilao foodpanda kr k🥺🥺,iamMahay___,2021-03-13 12:54:14,0,2,1370719853343080450
78,"@18Abdullah101 @NoohAhmed19 @foodpanda_pk Hey, Please check your Inbox.",cheetaypk,2021-03-13 12:42:13,0,0,1370716830445240321
79,"it's my first time feeling uncomfortable w a foodpanda rider,,, nagpa pic sakin si kuya for what??? seems sus😫😫",_kthyungs,2021-03-13 12:40:29,0,0,1370716392899506178
80,"Hey foodpanda. Stop translating for me. 

""Agak agak bila nak sampai ya"" is not ""a little but when it arrives huh?""… https://t.co/pk0HzEhPFQ",reenieho,2021-03-13 12:33:30,0,0,1370714637310685189
81,"Here we have on todays menu malai tikka juciy tender perfect for your taste buds.🥂
@foodpanda_pk #Food #foody https://t.co/6ZAbuF3t6S",blogger_vlogger,2021-03-13 12:21:35,0,1,1370711635401261062
82,"morn the grab man was like ""knn"" cause we dont have 10cent &amp; we told him beforehand that we dont have small change… https://t.co/ItUPwUPdJF",sharonfsx,2021-03-13 12:16:16,0,0,1370710298017951745
